Repository,Expected Components,Recovered Components,Missing Components
test_probe_nosql_fuzz,"Source, Documentation, Test, Configuration","Documentation, Configuration, Wrapper","Source, Test"
test_probe_oauth_pkce_downgrade,"Source, Documentation, Test, Configuration","Documentation, Configuration, Wrapper","Source, Test"
test_probe_path_traversal,"Source, Documentation, Test, Configuration",Wrapper,"Source, Documentation, Test, Configuration"
test_probe_primitives,"Source, Documentation, Test, Configuration",Wrapper,"Source, Documentation, Test, Configuration"
test_probe_prototype_pollution,"Source, Documentation, Test, Configuration",Wrapper,"Source, Documentation, Test, Configuration"
test_probe_race_condition,"Source, Documentation, Test, Configuration",Wrapper,"Source, Documentation, Test, Configuration"
test_probe_reflected_xss,"Source, Documentation, Test, Configuration",Wrapper,"Source, Documentation, Test, Configuration"
test_probe_registry,"Source, Documentation, Test, Configuration",Wrapper,"Source, Documentation, Test, Configuration"
test_probe_response_headers,"Source, Documentation, Test, Configuration",Wrapper,"Source, Documentation, Test, Configuration"
test_probe_sqli_fuzz,"Source, Documentation, Test, Configuration","Documentation, Configuration, Wrapper","Source, Test"
test_probe_ssrf_cloud_metadata,"Source, Documentation, Test, Configuration","Documentation, Configuration","Source, Test"
test_probe_ssti_fuzz,"Source, Documentation, Test, Configuration","Documentation, Configuration, Wrapper","Source, Test"
test_probe_ssti_polyglot,"Source, Documentation, Test, Configuration",Wrapper,"Source, Documentation, Test, Configuration"
test_probe_ssti_stored,"Source, Documentation, Test, Configuration",Wrapper,"Source, Documentation, Test, Configuration"
test_probe_stored_xss,"Source, Documentation, Test, Configuration",Wrapper,"Source, Documentation, Test, Configuration"
test_probe_web3,"Source, Documentation, Test, Configuration",Wrapper,"Source, Documentation, Test, Configuration"
test_probe_web_cache_deception,"Source, Documentation, Test, Configuration",Wrapper,"Source, Documentation, Test, Configuration"
test_probe_xss_fuzz,"Source, Documentation, Test, Configuration","Documentation, Configuration, Wrapper","Source, Test"
test_probe_xxe_upload,"Source, Documentation, Test, Configuration",Wrapper,"Source, Documentation, Test, Configuration"
test_process_registry,"Source, Documentation, Test, Configuration",Wrapper,"Source, Documentation, Test, Configuration"
test_profile_migration,"Source, Documentation, Test, Configuration",Wrapper,"Source, Documentation, Test, Configuration"
test_providers,"Source, Documentation, Test, Configuration",Wrapper,"Source, Documentation, Test, Configuration"
test_registry_bridge,"Source, Documentation, Test, Configuration",Wrapper,"Source, Documentation, Test, Configuration"
test_registry_coverage,"Source, Documentation, Test, Configuration","Documentation, Configuration, Wrapper","Source, Test"
test_registry_extended,"Source, Documentation, Test, Configuration","Documentation, Configuration, Wrapper","Source, Test"
test_reporting,"Source, Documentation, Test, Configuration","Documentation, Wrapper","Source, Test, Configuration"
test_report_only,"Source, Documentation, Test, Configuration","Documentation, Wrapper","Source, Test, Configuration"
test_resolvers_external,"Source, Documentation, Test, Configuration","Documentation, Configuration, Wrapper","Source, Test"
test_resolvers_hardening,"Source, Documentation, Test, Configuration","Documentation, Wrapper","Source, Test, Configuration"
test_resolver_env,"Source, Documentation, Test, Configuration",Wrapper,"Source, Documentation, Test, Configuration"
test_sanitize,"Source, Documentation, Test, Configuration","Documentation, Wrapper","Source, Test, Configuration"
test_scanners,"Source, Documentation, Test, Configuration","Documentation, Configuration, Wrapper","Source, Test"
test_scope,"Source, Documentation, Test, Configuration",Wrapper,"Source, Documentation, Test, Configuration"
test_secure_credential,"Source, Documentation, Test, Configuration",Wrapper,"Source, Documentation, Test, Configuration"
test_session,"Source, Documentation, Test, Configuration",Wrapper,"Source, Documentation, Test, Configuration"
test_severity_calibration,"Source, Documentation, Test, Configuration",Wrapper,"Source, Documentation, Test, Configuration"
test_shell_syntax,"Source, Documentation, Test, Configuration","Documentation, Wrapper","Source, Test, Configuration"
test_smoke,"Source, Documentation, Test, Configuration","Documentation, Wrapper","Source, Test, Configuration"
test_spa_probes,"Source, Documentation, Test, Configuration",Wrapper,"Source, Documentation, Test, Configuration"
test_specialist_agents_coverage,"Source, Documentation, Test, Configuration",Wrapper,"Source, Documentation, Test, Configuration"
test_stage1,"Source, Documentation, Test, Configuration",Wrapper,"Source, Documentation, Test, Configuration"
test_stage121_integration,"Source, Documentation, Test, Configuration","Documentation, Configuration, Wrapper","Source, Test"
test_stage122_integration,"Source, Documentation, Test, Configuration","Documentation, Configuration, Wrapper","Source, Test"
test_stage123_integration,"Source, Documentation, Test, Configuration","Documentation, Configuration, Wrapper","Source, Test"
test_stage13_orchestration,"Source, Documentation, Test, Configuration","Documentation, Configuration, Wrapper","Source, Test"
test_stage14_tui,"Source, Documentation, Test, Configuration","Documentation, Configuration, Wrapper","Source, Test"
test_stage15_plugins,"Source, Documentation, Test, Configuration","Documentation, Configuration, Wrapper","Source, Test"
test_stage181_burp,"Source, Documentation, Test, Configuration","Documentation, Configuration, Wrapper","Source, Test"
test_stage182_traffic,"Source, Documentation, Test, Configuration","Documentation, Configuration, Wrapper","Source, Test"
test_stage19_plugins,"Source, Documentation, Test, Configuration","Documentation, Configuration, Wrapper","Source, Test"
test_stage2,"Source, Documentation, Test, Configuration",Wrapper,"Source, Documentation, Test, Configuration"
test_stage20_services,"Source, Documentation, Test, Configuration","Documentation, Configuration, Wrapper","Source, Test"
test_stage2_integration,"Source, Documentation, Test, Configuration",Wrapper,"Source, Documentation, Test, Configuration"
test_stealth_crawler,"Source, Documentation, Test, Configuration","Documentation, Configuration, Wrapper","Source, Test"
test_subdomains_asn,"Source, Documentation, Test, Configuration","Documentation, Wrapper","Source, Test, Configuration"
test_subdomains_filtering,"Source, Documentation, Test, Configuration","Documentation, Wrapper","Source, Test, Configuration"
test_sub_tls_no_match,"Source, Documentation, Test, Configuration","Documentation, Wrapper","Source, Test, Configuration"
test_target_expander,"Source, Documentation, Test, Configuration",Wrapper,"Source, Documentation, Test, Configuration"
test_terminal_output_modes,"Source, Documentation, Test, Configuration","Documentation, Wrapper","Source, Test, Configuration"
test_tool_bridge,"Source, Documentation, Test, Configuration",Wrapper,"Source, Documentation, Test, Configuration"
test_tool_bridge_e2e,"Source, Documentation, Test, Configuration",Wrapper,"Source, Documentation, Test, Configuration"
test_tool_installer,"Source, Documentation, Test, Configuration",Wrapper,"Source, Documentation, Test, Configuration"
test_tool_installer_coverage,"Source, Documentation, Test, Configuration",Wrapper,"Source, Documentation, Test, Configuration"
test_tool_installer_extended,"Source, Documentation, Test, Configuration","Documentation, Configuration, Wrapper","Source, Test"
test_tool_result_persistence,"Source, Documentation, Test, Configuration",Wrapper,"Source, Documentation, Test, Configuration"
test_tracing_and_telemetry,"Source, Documentation, Test, Configuration",Wrapper,"Source, Documentation, Test, Configuration"
test_tracing_coverage,"Source, Documentation, Test, Configuration",Wrapper,"Source, Documentation, Test, Configuration"
test_trigger_system,"Source, Documentation, Test, Configuration",Wrapper,"Source, Documentation, Test, Configuration"
test_ui_snapshots,"Source, Documentation, Test, Configuration","Documentation, Wrapper","Source, Test, Configuration"
test_utils,"Source, Documentation, Test, Configuration","Documentation, Wrapper","Source, Test, Configuration"
test_validation,"Source, Documentation, Test, Configuration","Documentation, Wrapper","Source, Test, Configuration"
test_verbosity,"Source, Documentation, Test, Configuration",Wrapper,"Source, Documentation, Test, Configuration"
test_vps_count_cli,"Source, Documentation, Test, Configuration","Documentation, Wrapper","Source, Test, Configuration"
test_webprobe_full_formats,"Source, Documentation, Test, Configuration","Documentation, Wrapper","Source, Test, Configuration"
test_web_agent_crawl_inject,"Source, Documentation, Test, Configuration","Documentation, Configuration, Wrapper","Source, Test"
test_web_agent_set_auth,"Source, Documentation, Test, Configuration",Wrapper,"Source, Documentation, Test, Configuration"
test_working_memory,"Source, Documentation, Test, Configuration",Wrapper,"Source, Documentation, Test, Configuration"
THANKS,"Source, Documentation, Test, Configuration","Documentation, Wrapper","Source, Test, Configuration"
thc,"Source, Documentation, Test, Configuration","Documentation, Configuration, Wrapper","Source, Test"
theharvester,"Source, Documentation, Test, Configuration","Documentation, Configuration, Wrapper","Source, Test"
threat-modeler,"Source, Documentation, Test, Configuration","Documentation, Wrapper","Source, Test, Configuration"
threatbook,"Source, Documentation, Test, Configuration","Documentation, Configuration, Wrapper","Source, Test"
threatcrowd,"Source, Documentation, Test, Configuration","Documentation, Configuration, Wrapper","Source, Test"
threatcrowd_2,"Source, Documentation, Test, Configuration","Documentation, Configuration, Wrapper","Source, Test"
threatminer,"Source, Documentation, Test, Configuration","Documentation, Configuration, Wrapper","Source, Test"
throttle,"Source, Documentation, Test, Configuration",Wrapper,"Source, Documentation, Test, Configuration"
TIER2-EXECUTION,"Source, Documentation, Test, Configuration","Documentation, Wrapper","Source, Test, Configuration"
TIMELINE,"Source, Documentation, Test, Configuration","Documentation, Wrapper","Source, Test, Configuration"
tlsx,"Source, Documentation, Test, Configuration","Documentation, Configuration, Wrapper","Source, Test"
tls_cert,"Source, Documentation, Test, Configuration","Documentation, Configuration, Wrapper","Source, Test"
tls_cert_1,"Source, Documentation, Test, Configuration","Documentation, Configuration, Wrapper","Source, Test"
tls_fingerprint,"Source, Documentation, Test, Configuration",Wrapper,"Source, Documentation, Test, Configuration"
tmux_manager,"Source, Documentation, Test, Configuration",Wrapper,"Source, Documentation, Test, Configuration"
tool-checker,"Source, Documentation, Test, Configuration","Documentation, Configuration, Wrapper","Source, Test"
tool-responses,"Source, Documentation, Test, Configuration",Wrapper,"Source, Documentation, Test, Configuration"
tool-runner,"Source, Documentation, Test, Configuration","Documentation, Configuration, Wrapper","Source, Test"
tools,"Source, Documentation, Test, Configuration","Documentation, Configuration, Wrapper","Source, Test"
tools_commands,"Source, Documentation, Test, Configuration",Wrapper,"Source, Documentation, Test, Configuration"
tooltipcpython-313,"Source, Documentation, Test, Configuration",Wrapper,"Source, Documentation, Test, Configuration"
tool_bridge,"Source, Documentation, Test, Configuration",Wrapper,"Source, Documentation, Test, Configuration"
tool_browser,"Source, Documentation, Test, Configuration","Documentation, Configuration, Wrapper","Source, Test"
